PATH;ID;REFERENCE;LABEL;WEIGHT;NATURE;TYPE;STATUS;DESCRIPTION;PRE_REQUISITE;CREATED_ON;CREATED_BY;LAST_MODIFIED_ON;LAST_MODIFIED_BY;ACTION;EXPECTED_RESULT
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;152;01;GPS location from cellular module;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/14/18 10:49 PM;tingt_yen;Then display successful message;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;152;01;GPS location from cellular module;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/14/18 10:49 PM;tingt_yen;And click status;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;152;01;GPS location from cellular module;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/14/18 10:49 PM;tingt_yen;And display correct Latitude & Longitude;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;Given GPS window;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;When click  Settings;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;And unselect enable;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;"And entry Latitude ""25""";
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;And entry Longitude  121.5;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;And click save;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;Then display successful message;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;And click status;
ThingsPro Gateway V2/Gateway/System Settings/GPS settings;318;02;GPS location specified manually;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/14/18 10:50 PM;tingt_yen;8/14/18 10:52 PM;tingt_yen;And display Latitude:25 & Longitude:121.5;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;To install the ThingsPro Device Enablement utility;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;"In the Manage tab of the ThingsPro Device Enablement utility, click Auto 
Scan.";
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;Select a network adapter from the drop-down list and click OK to continue.;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;"Enter the Email and Password and click OK to continue.
   The default values are:
   Email: admin@moxa.com
   Password: admin1234";"When the scan is complete, a list of ThingsPro gateways is displayed in the 
main window."
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;select the device from the device list.;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;Click on the Registration icon.;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;"Select Moxa CS (Moxa Cloud Server) in the Server Type field, enter the 
cloud server details, and click Apply.";
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;Open the ThingsPro Gateway web user interface (web UI) for the device;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;156;01;connect via enablement;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;6/19/18 2:31 AM;tingt_yen;"check the parameters at System > CS Remote Control to confirm that the 
device is registered with the server.";
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Calls : connect via enablement;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Given CS Remote Control window;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;when click settings;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;and clck enable;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;"And click ""TEST CONNECTION""";
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;And click save;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Then display successful message;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;158;02;enable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;And open CS web UI to  check CG status;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Calls : enable Connect to ThingsPro Server;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Given CS Remote Control window;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;when click settings;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;"And disable Connect to ThingsPro Server
<http://squash.moxa.com:8006/squash/test-cases/159/info>";
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;And click save;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;Then display successful message;
ThingsPro Gateway V2/Gateway/System Settings/Remote Control Settings;159;03;disable Connect to ThingsPro Server;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:02 AM;tingt_yen;8/15/18 12:26 AM;tingt_yen;And open CS web UI to  check CG status;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;Given  User Account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;"When click ""Creat Account""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;And select Administrator Role;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;163;01;add new account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 3:49 AM;tingt_yen;Then new account appear on the accounts list;"Home 	Edit
Gateway 	Edit
User Account 	Edit
User Program 	Edit
MODBUS & Logging 	Edit
MODBUS Slave 	Edit
Installed Application 	Edit
Application Market 	invisible
Token 	invisible"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;Given Login admin account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And  User Account interface;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;"When click ""EDIT""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And change password;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And select User Role;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;Then display success message;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;164;03;edit user account (admin);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 10:15 PM;tingt_yen;And check Role Permission;"Home 	read
Gateway 	read
User Account 	read
User Program 	read
MODBUS & Logging 	read
MODBUS Slave 	read
Installed Application 	read
Application Market 	invisible
Token 	invisible"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;166;06;remove account;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 11:48 PM;tingt_yen;Given User Account;"Email: root@moxa.com
password: root1234"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;166;06;remove account;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 11:48 PM;tingt_yen;When select account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;166;06;remove account;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 11:48 PM;tingt_yen;"And click ""Remove Account""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;166;06;remove account;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 11:48 PM;tingt_yen;Then remove the account on  Account List;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;166;06;remove account;LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/16/18 11:48 PM;tingt_yen;And check the account can't be used.;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;Given user account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;"When click ""Creat Account""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And select user Role;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;Then new account appear on the accounts list;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;322;02;add new account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 3:49 AM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And check Role Permission;"Home 	read
Gateway 	read
User Account 	read
User Program 	read
MODBUS & Logging 	read
MODBUS Slave 	read
Installed Application 	read
Application Market 	invisible
Token 	invisible"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;Given Login admin account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And  User Account interface;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;"When click ""Update Account""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And change password;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And select User Role;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;Then display success message;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;323;;Update Account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 4:29 AM;tingt_yen;;;And check Role Permission;"Home 	read
Gateway 	read
User Account 	read
User Program 	read
MODBUS & Logging 	read
MODBUS Slave 	read
Installed Application 	read
Application Market 	invisible
Token 	invisible"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;Given Login user account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And  User Account interface;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;"When click ""EDIT""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And change password;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;325;04;edit user account (user);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:16 PM;tingt_yen;8/16/18 10:16 PM;tingt_yen;Then display success message;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;326;;Root account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:18 PM;tingt_yen;;;Login root account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;326;;Root account;LOW;NAT_UNDEFINED;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:18 PM;tingt_yen;;;"check Role Permission

Home 	R
Gateway 	E
User Account 	E (root pwd only)
User Program 	E
MODBUS & Logging 	E
MODBUS Slave 	E
Installed Application 	E
Application Market 	E
Token 	E";"Home 	Read
Gateway 	Edit
User Account 	Edit (root pwd only)
User Program 	Edit
MODBUS & Logging 	Edit
MODBUS Slave 	Edit
Installed Application 	Edit
Application Market 	Edit
Token 	Edit"
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;Given Login admin account;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;And  User Account interface;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;"When click ""EDIT""";
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;And entry account informations;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;And change password;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;And click save;
ThingsPro Gateway V2/User Accounts/Managing User Accounts;327;05;edit user account (root);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;8/16/18 10:19 PM;tingt_yen;8/16/18 10:19 PM;tingt_yen;Then display success message;
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;Given User Programs;
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;"When click ""add a program""";
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;"And click ""Enable""";
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;"And entry ""Program Name""";
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;"And select ""Script file""";
ThingsPro Gateway V2/User Programs/Managing User Programs;170;01;add program (Run automatically at startup);LOW;NAT_FUNCTIONAL_TESTING;TYP_UNDEFINED;WORK_IN_PROGRESS;;;6/19/18 1:03 AM;tingt_yen;8/19/18 7:01 PM;tingt_yen;"And entry ""Arguments""";
